last_name, first_name,player_id,team_name_alt,pitch_type,pitch_name,run_value_per_100,run_value,pitches,pitch_usage,pa,ba,slg,woba,whiff_percent,k_percent,put_away,est_ba,est_slg,est_woba,hard_hit_percent
Winker, Jesse,608385,CIN,SL,Slider,3,4,125,16,31,0.208,0.417,0.39,45.2,45.2,27.5,0.237,0.483,0.39,60
Rengifo, Luis,650859,LAA,FF,4-Seamer,-0.5,-1,138,31.5,31,0.182,0.318,0.355,12,6.5,5.9,0.31,0.479,0.442,40
Solano, Donovan,456781,SF,CUKC,Curveball,3.2,3,84,11.3,31,0.333,0.467,0.358,20.5,12.9,16.7,0.297,0.395,0.312,30.8
Hernández, Teoscar,606192,TOR,CH,Changeup,2.8,3,104,12.4,31,0.31,0.586,0.4,35.3,32.3,25,0.273,0.551,0.367,36.8
Calhoun, Kole,594777,ARI,CH,Changeup,-2.3,-3,120,13.3,31,0.148,0.185,0.218,32.3,35.5,23.4,0.198,0.306,0.28,25
Stallings, Jacob,607732,PIT,SL,Slider,-1.1,-2,137,22.2,31,0.192,0.192,0.258,41.2,29,22,0.135,0.155,0.22,29.4
Ervin, Phillip,640447,SEA,FF,4-Seamer,0,0,168,41.5,31,0.13,0.174,0.279,23.7,16.1,9.3,0.123,0.157,0.271,22.2
Reyes, Victor,622682,DET,CH,Changeup,0.8,1,93,11.5,31,0.31,0.345,0.347,20.8,6.5,7.7,0.303,0.398,0.332,37
Reyes, Victor,622682,DET,SL,Slider,-0.5,0,106,13.1,31,0.321,0.536,0.398,23.4,19.4,15,0.294,0.489,0.369,50
Núñez, Renato,600524,BAL,CUKC,Curveball,-0.7,-1,123,13.8,31,0.207,0.517,0.326,35.2,41.9,26,0.159,0.363,0.247,31.3
Chavis, Michael,656308,BOS,SL,Slider,1.8,2,84,13.5,31,0.241,0.552,0.382,49,35.5,33.3,0.181,0.498,0.304,27.8
Nola, Austin,543592,SD,SIFT,Sinker,-4.5,-5,116,15.9,31,0.167,0.167,0.203,12.8,9.7,15,0.265,0.402,0.297,35.7
Rojas, Josh,668942,ARI,FF,4-Seamer,-2.7,-3,110,36.2,31,0.231,0.231,0.265,13.5,16.1,15.6,0.242,0.358,0.336,45.5
Bonifacio, Jorge,593528,DET,SL,Slider,0.6,1,110,29.7,31,0.2,0.333,0.244,55.2,48.4,32.6,0.145,0.257,0.19,40
Iglesias, José,578428,BAL,SL,Slider,1.7,2,106,18.7,31,0.241,0.448,0.318,34,32.3,30.3,0.227,0.299,0.262,15.8
Eaton, Adam,594809,WSH,CH,Changeup,-1.9,-2,95,14.1,31,0.2,0.267,0.248,16.1,25.8,20.5,0.164,0.234,0.193,31.8
Nimmo, Brandon,607043,NYM,CH,Changeup,0.7,1,106,10.8,31,0.24,0.28,0.321,27.7,12.9,9.1,0.244,0.37,0.352,14.3
Hampson, Garrett,641658,COL,SL,Slider,-2.1,-2,112,14.5,31,0.276,0.414,0.324,53.1,45.2,31.8,0.224,0.313,0.263,13.3
Braun, Ryan,460075,MIL,SIFT,Sinker,0.8,1,105,21.2,31,0.185,0.519,0.319,17.3,6.5,7.4,0.263,0.508,0.358,34.6
Moncada, Yoán,660162,CWS,CH,Changeup,-3.7,-5,141,14.4,31,0.103,0.138,0.144,36.5,32.3,25,0.182,0.304,0.239,31.6
Frazier, Todd,453943,NYM,SIFT,Sinker,1.4,1,102,14.3,31,0.37,0.593,0.479,10,9.7,13,0.314,0.596,0.421,50
Arozarena, Randy,668227,TB,FF,4-Seamer,5.6,5,97,30.1,31,0.36,0.96,0.574,31.3,29,29,0.306,0.701,0.471,43.8
Urshela, Gio,570482,NYY,SL,Slider,2.4,3,113,17.9,30,0.385,0.423,0.382,27.5,26.7,18.2,0.299,0.367,0.34,10.5
Biggio, Cavan,624415,TOR,SL,Slider,-0.1,0,124,11.2,30,0.25,0.375,0.357,39.4,30,19.1,0.176,0.301,0.302,26.7
Happ, Ian,664023,CHC,CUKC,Curveball,-1.9,-2,106,11.3,30,0.185,0.296,0.241,40.8,40,37.5,0.247,0.391,0.302,50
Tucker, Kyle,663656,HOU,SL,Slider,-2.3,-4,162,18.8,30,0.107,0.214,0.15,35,43.3,25.5,0.172,0.243,0.191,31.3
Kepler, Max,596146,MIN,CH,Changeup,-0.4,0,116,15.1,30,0.185,0.333,0.328,25.4,13.3,14.8,0.259,0.36,0.313,13
Miller, Brad,543543,STL,SL,Slider,-3.2,-4,118,16.7,30,0.115,0.154,0.195,34.6,26.7,20.5,0.251,0.509,0.368,33.3
Dietrich, Derek,518618,TEX,FF,4-Seamer,0.9,1,123,40.5,30,0.125,0.375,0.333,26.8,26.7,22.2,0.228,0.474,0.374,31.3
Carpenter, Matt,572761,STL,SIFT,Sinker,3.9,5,128,17.4,30,0.375,0.625,0.483,20.8,16.7,14.7,0.394,0.764,0.527,57.9
Aguilar, Jesús,542583,MIA,CH,Changeup,-0.9,-1,88,10,30,0.25,0.321,0.28,32.7,23.3,20,0.283,0.401,0.318,42.9
Pederson, Joc,592626,LAD,CH,Changeup,-1.9,-2,120,21.8,30,0.107,0.107,0.167,32.8,16.7,13.9,0.198,0.243,0.227,34.8
Rojas, Miguel,500743,MIA,SIFT,Sinker,5.7,5,95,17.9,30,0.346,0.846,0.52,0,10,14.3,0.337,0.517,0.408,39.1
Upton, Justin,457708,LAA,SIFT,Sinker,1.5,2,137,20.1,30,0.304,0.478,0.398,11.1,10,11.1,0.288,0.478,0.422,47.6
Bregman, Alex,608324,HOU,SL,Slider,-1.8,-2,134,18.2,30,0.107,0.107,0.137,28,30,19.1,0.163,0.24,0.207,26.3
White, Evan,657108,SEA,SL,Slider,-3.1,-4,143,17.3,30,0.143,0.214,0.167,46.8,46.7,30.4,0.122,0.27,0.23,46.7
Jansen, Danny,643376,TOR,SL,Slider,2.2,2,102,17.9,30,0.261,0.348,0.367,34.3,23.3,21.2,0.207,0.24,0.315,25
Eaton, Adam,594809,WSH,SIFT,Sinker,-7.1,-7,105,15.5,30,0.077,0.115,0.127,9.6,13.3,21.1,0.272,0.343,0.297,41.7
Wendle, Joey,621563,TB,CH,Changeup,4.3,4,86,12.8,30,0.5,0.867,0.583,17.2,10,14.3,0.346,0.593,0.4,44.4
Luplow, Jordan,656669,CLE,FF,4-Seamer,0.6,1,133,33.4,30,0.28,0.6,0.4,18.5,16.7,13.2,0.206,0.508,0.34,23.8
Galvis, Freddy,520471,CIN,SIFT,Sinker,1.4,2,144,23.3,30,0.393,0.643,0.462,21.1,16.7,19.2,0.307,0.501,0.369,43.5
Voit, Luke,572228,NYY,CH,Changeup,2.8,3,106,11.6,30,0.214,0.464,0.312,41.1,26.7,20,0.271,0.448,0.33,45
Díaz, Yandy,650490,TB,SL,Slider,1.3,2,119,20.8,30,0.259,0.37,0.347,20,16.7,13.5,0.198,0.257,0.252,27.3
Suzuki, Kurt,435559,WSH,SL,Slider,-0.4,0,118,24.4,30,0.2,0.28,0.29,30.4,23.3,18.4,0.188,0.238,0.272,22.2
Longoria, Evan,446334,SF,SIFT,Sinker,-7.6,-7,91,11.5,30,0.138,0.241,0.18,8.7,13.3,21.1,0.263,0.494,0.331,36
Lux, Gavin,666158,LAD,FF,4-Seamer,-0.1,0,123,44.4,30,0.231,0.385,0.352,18.4,30,30,0.169,0.227,0.241,17.6
Adames, Willy,642715,TB,CH,Changeup,0.5,1,107,13,30,0.25,0.464,0.328,53.4,53.3,42.1,0.173,0.283,0.228,25
Engel, Adam,641553,CWS,FF,4-Seamer,-1.5,-2,128,37,30,0.222,0.37,0.298,25,20,17.6,0.216,0.315,0.276,19
Díaz, Elias,553869,COL,FF,4-Seamer,-1,-1,109,40.4,30,0.231,0.269,0.285,30.9,23.3,20,0.314,0.519,0.399,57.9
Canha, Mark,592192,OAK,CUKC,Curveball,-1.1,-1,140,13.2,30,0.08,0.08,0.16,13.2,20,14.6,0.194,0.306,0.283,23.8
Harper, Bryce,547180,PHI,SIFT,Sinker,2,3,129,13.3,30,0.391,0.783,0.543,13,3.3,5.6,0.369,0.842,0.545,54.5
Alberto, Hanser,593643,BAL,CUKC,Curveball,2.8,3,94,12.4,30,0.333,0.5,0.42,11.3,13.3,10.8,0.24,0.328,0.248,23.1
Maybin, Cameron,457727,CHC,SL,Slider,-2.1,-2,100,25.1,30,0.207,0.31,0.238,42,30,20.9,0.176,0.236,0.197,20
McMahon, Ryan,641857,COL,SL,Slider,-3.1,-3,113,13.4,30,0.103,0.276,0.173,46.8,56.7,30.9,0.101,0.275,0.175,33.3
Escobar, Eduardo,500871,ARI,SL,Slider,-7.2,-7,93,11.5,30,0.071,0.071,0.107,28.1,36.7,25,0.116,0.131,0.148,5.9
Bonifacio, Jorge,593528,DET,FF,4-Seamer,-0.2,0,123,33.2,30,0.24,0.32,0.297,21.7,23.3,17.5,0.209,0.284,0.282,36.8
Garcia, Greg,594824,SD,FF,4-Seamer,1.1,1,119,41.2,30,0.261,0.304,0.305,9.3,20,21.4,0.22,0.264,0.278,20
Kendrick, Howie,435062,WSH,FF,4-Seamer,-3.5,-4,121,31.5,30,0.296,0.37,0.31,11.5,6.7,6.7,0.334,0.558,0.393,30.8
VanMeter, Josh,642165,ARI,FF,4-Seamer,-1,-1,129,39.1,30,0.148,0.407,0.305,22.6,26.7,22.2,0.204,0.476,0.322,47.4
Springer, George,543807,HOU,CH,Changeup,1.4,1,89,10.8,30,0.222,0.556,0.358,42.5,30,37.5,0.253,0.514,0.356,55.6
Mathis, Jeff,425772,TEX,FF,4-Seamer,1.5,1,98,36.6,29,0.222,0.63,0.372,25,24.1,26.9,0.237,0.538,0.346,45
Yastrzemski, Mike,573262,SF,SL,Slider,-0.2,0,137,14.6,29,0.16,0.32,0.271,30.6,48.3,23.7,0.127,0.263,0.235,36.4
Happ, Ian,664023,CHC,SIFT,Sinker,4.7,7,145,15.4,29,0.435,0.913,0.593,26,24.1,20,0.309,0.694,0.473,56.3
Margot, Manuel,622534,TB,SL,Slider,1.2,1,113,19.4,29,0.259,0.333,0.297,48.2,31,20.5,0.18,0.251,0.2,31.6
Moustakas, Mike,519058,CIN,CUKC,Curveball,-1.4,-2,132,20,29,0.038,0.154,0.141,39.3,34.5,21.3,0.171,0.253,0.237,18.8
Ríos, Edwin,621458,LAD,FF,4-Seamer,-0.3,0,93,31.7,29,0.231,0.654,0.403,15.9,10.3,17.6,0.222,0.598,0.35,33.3
Gregorius, Didi,544369,PHI,SL,Slider,2.4,2,93,10.3,29,0.25,0.714,0.405,26.6,13.8,12.9,0.226,0.463,0.3,16.7
Casali, Curt,592200,CIN,FF,4-Seamer,1.5,2,134,32.4,29,0.286,0.619,0.467,20.8,20.7,16.2,0.231,0.478,0.404,46.7
Gordon, Alex,460086,KC,SIFT,Sinker,-0.8,-1,106,15,29,0.28,0.44,0.364,22.7,24.1,28,0.218,0.287,0.283,38.9
Dalbec, Bobby,666915,BOS,FF,4-Seamer,4.6,6,137,36,29,0.375,1.042,0.602,37.7,41.4,27.3,0.24,0.746,0.448,75
Gosselin, Phil,594838,PHI,FF,4-Seamer,1.2,1,114,27.3,29,0.385,0.577,0.445,27.1,27.6,28.6,0.248,0.331,0.296,27.8
Verdugo, Alex,657077,BOS,CH,Changeup,-1.1,-1,107,11.6,29,0.148,0.259,0.186,21.2,27.6,20.5,0.145,0.219,0.194,15
Hernández, Enrique,571771,LAD,SL,Slider,1.6,2,109,19.6,29,0.259,0.444,0.328,36,34.5,26.3,0.216,0.397,0.29,41.2
Joyce, Matt,459964,MIA,CH,Changeup,0.1,0,132,21.9,29,0.214,0.214,0.21,46.3,37.9,26.2,0.202,0.259,0.218,11.8
Wendle, Joey,621563,TB,SIFT,Sinker,-1,-1,109,16.2,29,0.308,0.346,0.333,15.2,24.1,19.4,0.268,0.338,0.311,31.6
Adell, Jo,666176,LAA,SL,Slider,-3.5,-4,125,22.9,29,0.115,0.192,0.19,43.3,44.8,26,0.192,0.291,0.257,46.2
Adell, Jo,666176,LAA,SIFT,Sinker,-4.5,-5,114,20.8,29,0.259,0.37,0.303,23.2,24.1,29.2,0.214,0.291,0.257,45
Profar, Jurickson,595777,SD,SL,Slider,1.1,1,119,14.2,29,0.346,0.385,0.364,29.5,20.7,11.3,0.34,0.399,0.364,25
Mondesi, Adalberto,609275,KC,SIFT,Sinker,1.9,2,92,10.9,29,0.483,0.586,0.471,18.8,17.2,33.3,0.232,0.288,0.229,41.7
Martinez, J.D.,502110,BOS,CH,Changeup,-0.2,0,93,10.4,29,0.207,0.379,0.248,35.1,20.7,21.4,0.209,0.389,0.253,30.4
Ohtani, Shohei,660271,LAA,SIFT,Sinker,4,5,115,15.6,29,0.417,0.833,0.555,25.5,10.3,15.8,0.468,0.859,0.585,47.6
Bogaerts, Xander,593428,BOS,CH,Changeup,-1.4,-2,113,11.7,29,0.222,0.444,0.31,37,27.6,22.2,0.216,0.334,0.269,36.8
Perez, Michael,605421,TB,FF,4-Seamer,0.1,0,115,31.4,29,0.192,0.346,0.278,28.1,17.2,18.5,0.263,0.546,0.372,47.6
Flowers, Tyler,452095,ATL,FF,4-Seamer,-1.2,-1,123,37.5,29,0.19,0.238,0.329,21.2,27.6,21.6,0.241,0.396,0.387,61.5
Bell, Josh,605137,PIT,SL,Slider,-3.9,-5,125,14.6,29,0.115,0.115,0.141,30,31,21.4,0.103,0.123,0.143,27.8
Goodrum, Niko,592348,DET,CH,Changeup,-2,-2,115,14.8,29,0.16,0.28,0.234,46.3,37.9,31.4,0.158,0.27,0.237,6.7
Abreu, José,547989,CWS,CUKC,Curveball,2.8,3,110,10.7,29,0.259,0.741,0.429,37.2,34.5,23.8,0.29,0.72,0.437,58.8
Sogard, Eric,519299,MIL,SIFT,Sinker,-3.1,-3,106,21.2,29,0.185,0.222,0.216,0,6.9,8,0.215,0.253,0.239,20
Toro, Abraham,647351,HOU,FF,4-Seamer,-2.4,-3,126,34.1,29,0.192,0.308,0.266,24.2,31,23.1,0.225,0.329,0.284,23.5
Reynolds, Bryan,668804,PIT,SL,Slider,-3.3,-4,127,14.7,29,0.077,0.115,0.147,38.8,37.9,19,0.075,0.089,0.138,13.3
Tapia, Raimel,606132,COL,SIFT,Sinker,-0.7,-1,121,15,29,0.269,0.308,0.302,12.3,17.2,15.6,0.231,0.35,0.297,33.3
Guerrero Jr., Vladimir,665489,TOR,CUKC,Curveball,6.2,5,85,9.4,29,0.32,0.68,0.455,34.3,27.6,23.5,0.268,0.507,0.378,70.6
Grichuk, Randal,545341,TOR,CUKC,Curveball,-0.9,-1,122,14.3,29,0.241,0.276,0.229,27.1,31,20,0.254,0.314,0.248,50
Bichette, Bo,666182,TOR,FF,4-Seamer,1.5,2,163,34.5,29,0.345,0.655,0.422,17.8,24.1,14.6,0.331,0.638,0.406,59.1
Bader, Harrison,664056,STL,SL,Slider,2.6,4,141,27,29,0.259,0.481,0.371,28.8,37.9,23.9,0.242,0.451,0.319,37.5
Garver, Mitch,641598,MIN,FF,4-Seamer,-2.4,-3,127,33,29,0.115,0.231,0.21,41.5,48.3,37.8,0.162,0.291,0.219,53.8
Gurriel Jr., Lourdes,666971,TOR,CH,Changeup,6,6,96,11.5,29,0.36,0.8,0.514,39.1,24.1,21.2,0.269,0.586,0.403,44.4
Engel, Adam,641553,CWS,SL,Slider,-0.7,-1,81,23.4,29,0.25,0.393,0.322,37.2,27.6,24.2,0.213,0.367,0.261,40
McCann, James,543510,CWS,SL,Slider,-2.3,-2,90,20,29,0.148,0.37,0.248,41.3,37.9,30.6,0.194,0.359,0.265,31.3
Seager, Corey,608369,LAD,SIFT,Sinker,4.1,4,99,12.3,29,0.429,0.679,0.516,21.1,13.8,16,0.397,0.688,0.465,66.7
Solano, Donovan,456781,SF,SIFT,Sinker,2.4,3,110,14.7,29,0.393,0.536,0.478,5.6,6.9,15.4,0.337,0.489,0.369,30.8
Semien, Marcus,543760,OAK,CUKC,Curveball,0.7,1,99,10.1,29,0.222,0.481,0.322,16.7,27.6,21.1,0.163,0.34,0.242,21.1
Andrus, Elvis,462101,TEX,SL,Slider,-2.4,-2,89,21.6,28,0.192,0.192,0.211,18.2,10.7,8.8,0.206,0.309,0.257,21.7
Valaika, Pat,642162,BAL,SIFT,Sinker,0.9,1,108,18.9,28,0.333,0.593,0.405,15.7,3.6,6.7,0.363,0.595,0.419,42.3
Myers, Wil,571976,SD,CUKC,Curveball,-0.9,-1,118,14,28,0.16,0.44,0.295,29.3,35.7,34.5,0.274,0.601,0.399,46.7
Kiermaier, Kevin,595281,TB,SIFT,Sinker,-0.4,0,94,14.4,28,0.182,0.227,0.323,22.5,28.6,27.6,0.237,0.409,0.366,50
Tatis Jr., Fernando,665487,SD,CUKC,Curveball,2.4,2,99,10,28,0.346,0.808,0.496,34.8,25,25,0.316,0.763,0.464,57.9
Martínez, José,500874,CHC,FF,4-Seamer,0.8,1,132,33.5,28,0.24,0.52,0.359,32.2,35.7,21.7,0.197,0.439,0.311,46.7
Ward, Taylor,621493,LAA,FF,4-Seamer,0.2,0,118,30.2,28,0.16,0.28,0.273,13,14.3,12.1,0.261,0.498,0.362,57.1
Moore, Dylan,664238,SEA,SIFT,Sinker,0.5,0,93,14.2,28,0.304,0.435,0.388,8.9,7.1,8.3,0.318,0.473,0.402,61.9
Valaika, Pat,642162,BAL,SL,Slider,-1,-1,102,17.9,28,0.259,0.296,0.246,39.2,32.1,32.1,0.28,0.381,0.284,31.6
DeShields, Delino,592261,CLE,SIFT,Sinker,-2.8,-2,81,18.1,28,0.227,0.227,0.281,10,17.9,45.5,0.244,0.301,0.315,26.3
White, Evan,657108,SEA,CUKC,Curveball,4,4,91,11,28,0.231,0.577,0.359,51.4,53.6,37.5,0.168,0.39,0.264,63.6
Frazier, Adam,624428,PIT,CUKC,Curveball,-1.8,-2,120,13.6,28,0.148,0.259,0.193,21.3,21.4,19.4,0.189,0.275,0.216,14.3
Biggio, Cavan,624415,TOR,CH,Changeup,4.3,5,114,10.3,28,0.292,0.5,0.389,35.6,25,21.9,0.279,0.409,0.354,41.2
Chavis, Michael,656308,BOS,SIFT,Sinker,-3.4,-4,107,17.2,28,0.192,0.192,0.211,26.4,25,26.9,0.2,0.228,0.228,36.8
Edman, Tommy,669242,STL,CUKC,Curveball,0.7,1,134,15.3,28,0.259,0.444,0.314,31.4,35.7,27,0.222,0.287,0.242,29.4
Swanson, Dansby,621020,ATL,CH,Changeup,-0.9,-1,94,8.9,28,0.25,0.292,0.305,38.5,28.6,24.2,0.226,0.337,0.31,43.8
Rojas, Miguel,500743,MIA,SL,Slider,1.6,2,109,20.5,28,0.32,0.4,0.357,32.6,17.9,15.6,0.335,0.397,0.363,30
Bradley Jr., Jackie,598265,BOS,CH,Changeup,-1.1,-1,115,13.8,28,0.192,0.192,0.243,33.3,32.1,23.7,0.13,0.171,0.174,5.9
Dickerson, Corey,572816,MIA,CUKC,Curveball,4.5,3,66,7.7,28,0.357,0.679,0.438,20.8,14.3,13.3,0.348,0.596,0.399,37.5
Bruce, Jay,457803,PHI,FF,4-Seamer,-2.4,-3,133,32.2,28,0.222,0.444,0.295,17.3,14.3,10.8,0.263,0.478,0.326,43.5
García, Luis,671277,WSH,SIFT,Sinker,0.7,1,78,15.4,28,0.308,0.346,0.352,22.5,17.9,31.3,0.257,0.299,0.279,38.1
Winker, Jesse,608385,CIN,CUKC,Curveball,5,6,127,16.2,28,0.417,0.833,0.527,17.4,10.7,7.1,0.286,0.595,0.395,45.5
Myers, Wil,571976,SD,CH,Changeup,5.1,5,104,12.3,28,0.385,0.808,0.514,18,14.3,13.3,0.319,0.643,0.424,36.4
Camargo, Johan,622666,ATL,CH,Changeup,-1.2,-1,106,20,28,0.222,0.333,0.255,38.9,28.6,22.2,0.174,0.21,0.189,10.5
DeJong, Paul,657557,STL,SIFT,Sinker,4.1,4,102,15,28,0.417,0.667,0.473,12.2,10.7,15.8,0.364,0.606,0.439,54.5
McBroom, Ryan,643436,KC,FF,4-Seamer,-2.4,-3,129,35.5,28,0.185,0.222,0.198,39,39.3,25.6,0.175,0.225,0.194,6.3
La Stella, Tommy,600303,OAK,SL,Slider,-1.9,-2,115,12.2,28,0.16,0.16,0.211,14,7.1,5.9,0.197,0.239,0.221,12.5
Renfroe, Hunter,592669,TB,SIFT,Sinker,0.7,1,89,15.6,28,0.154,0.423,0.302,15.2,17.9,25,0.23,0.553,0.35,47.6
Marte, Starling,516782,MIA,CUKC,Curveball,0.2,0,101,10.7,28,0.222,0.481,0.309,26.9,17.9,14.7,0.218,0.433,0.29,22.7
Seager, Corey,608369,LAD,CUKC,Curveball,2.6,3,107,13.3,28,0.333,0.833,0.488,35.6,17.9,15.2,0.351,0.858,0.518,55
Dickerson, Alex,543105,SF,CH,Changeup,-0.9,-1,86,14.2,28,0.269,0.538,0.341,23.4,17.9,21.7,0.288,0.6,0.375,27.3
Miller, Brad,543543,STL,CH,Changeup,0.2,0,116,16.5,28,0.259,0.481,0.361,26.5,14.3,13.3,0.294,0.542,0.368,34.8
Conforto, Michael,624424,NYM,CUKC,Curveball,-0.2,0,145,15.6,28,0.269,0.346,0.3,36.4,42.9,26.1,0.18,0.219,0.21,35.7
Bart, Joey,663698,SF,SL,Slider,0.6,1,101,23.4,28,0.24,0.32,0.325,50.9,57.1,37.2,0.163,0.243,0.229,66.7
Turner, Justin,457759,LAD,SL,Slider,-0.1,0,131,19.2,28,0.217,0.261,0.273,30,21.4,16.2,0.18,0.276,0.265,27.8
Grandal, Yasmani,518735,CWS,SIFT,Sinker,-0.6,-1,123,14.3,28,0.238,0.286,0.323,24.4,17.9,17.2,0.276,0.388,0.365,52.9
Braun, Ryan,460075,MIL,SL,Slider,3.7,4,106,21.4,28,0.296,0.63,0.398,43.5,28.6,27.6,0.229,0.428,0.293,42.1
Correa, Carlos,621043,HOU,FC,Cutter,1.8,2,87,10,28,0.385,0.615,0.45,20.9,14.3,22.2,0.397,0.633,0.461,40.9
Guillorme, Luis,641645,NYM,FF,4-Seamer,2.4,3,132,40.4,28,0.476,0.619,0.509,21.1,25,19.4,0.287,0.394,0.378,40
Bohm, Alec,664761,PHI,SL,Slider,2.8,3,115,17.4,28,0.333,0.481,0.398,41.5,28.6,23.5,0.27,0.456,0.322,47.4
Hayes, Ke'Bryan,663647,PIT,SIFT,Sinker,3.6,3,97,25,27,0.522,0.739,0.57,5.3,11.1,16.7,0.341,0.527,0.421,70
Turner, Justin,457759,LAD,SIFT,Sinker,5.5,5,82,12,27,0.52,0.72,0.552,2.6,11.1,20,0.391,0.633,0.458,59.1
Goodwin, Brian,571718,CIN,SIFT,Sinker,3.1,3,95,13.9,27,0.348,0.696,0.478,14.6,14.8,21.1,0.31,0.589,0.421,47.4
McNeil, Jeff,643446,NYM,CUKC,Curveball,2.5,2,97,12.1,27,0.182,0.364,0.324,25,14.8,9.8,0.276,0.453,0.354,31.6
Galvis, Freddy,520471,CIN,CH,Changeup,-0.2,0,91,14.7,27,0.269,0.346,0.285,25.6,11.1,15.8,0.269,0.428,0.314,21.7
Dubón, Mauricio,643289,SF,SIFT,Sinker,0.4,0,89,13.1,27,0.462,0.462,0.4,8.3,14.8,21.1,0.275,0.316,0.256,26.1
Caratini, Victor,605170,CHC,CH,Changeup,0.9,1,87,16.1,27,0.296,0.37,0.293,16.7,7.4,9.1,0.222,0.315,0.233,24
Soto, Juan,665742,WSH,SL,Slider,3.9,6,142,17.2,27,0.417,0.75,0.552,27.5,11.1,8.3,0.356,0.832,0.517,61.9
Madrigal, Nick,663611,CWS,SIFT,Sinker,1.6,1,86,20.3,27,0.375,0.375,0.378,5.4,0,0,0.253,0.29,0.293,25
Smoak, Justin,475253,SF,SL,Slider,-2.7,-3,103,18.6,27,0.12,0.24,0.193,38.5,44.4,23.1,0.119,0.206,0.179,46.2
Castellanos, Nick,592206,CIN,CUKC,Curveball,-0.2,0,127,13.1,27,0.13,0.217,0.23,32.1,40.7,21.2,0.18,0.255,0.263,33.3
McNeil, Jeff,643446,NYM,SL,Slider,-3.5,-5,132,16.4,27,0.08,0.08,0.152,15.4,14.8,7.7,0.146,0.229,0.2,19
Gurriel Jr., Lourdes,666971,TOR,CUKC,Curveball,2.7,2,89,10.7,27,0.37,0.593,0.413,28.6,25.9,25,0.285,0.412,0.302,40
Odor, Rougned,596059,TEX,CH,Changeup,2.5,2,77,13,27,0.259,0.593,0.356,23.9,22.2,23.1,0.252,0.454,0.299,28.6
Olson, Matt,621566,OAK,SIFT,Sinker,3.3,4,113,11.3,27,0.273,0.591,0.491,23.9,22.2,25,0.269,0.659,0.442,50
Bichette, Bo,666182,TOR,SL,Slider,-4.4,-4,87,18.4,27,0.192,0.192,0.226,33.3,22.2,21.4,0.245,0.377,0.284,35
Moustakas, Mike,519058,CIN,SL,Slider,-1.4,-2,115,17.4,27,0.16,0.36,0.252,27.4,33.3,19.1,0.183,0.329,0.252,37.5
Bradley Jr., Jackie,598265,BOS,SIFT,Sinker,1.1,1,126,15.1,27,0.36,0.68,0.459,17.5,14.8,16,0.239,0.487,0.335,42.9
Meadows, Austin,640457,TB,CH,Changeup,-2.9,-3,98,14.9,27,0.087,0.174,0.196,54.3,51.9,38.9,0.118,0.192,0.216,66.7
Tsutsugo, Yoshi,660294,TB,SIFT,Sinker,-1.3,-2,142,16.8,27,0.143,0.381,0.322,24,25.9,17.5,0.172,0.438,0.352,57.1
Carpenter, Matt,572761,STL,CH,Changeup,-3.6,-4,119,16.2,27,0.074,0.074,0.067,46.4,33.3,24.3,0.164,0.205,0.16,16.7
Segura, Jean,516416,PHI,CUKC,Curveball,-4.6,-4,87,10.6,27,0.148,0.148,0.167,22.2,37,27,0.186,0.222,0.179,11.8
Gurriel, Yuli,493329,HOU,CH,Changeup,2.8,2,86,10.9,27,0.32,0.52,0.385,16.7,7.4,9.1,0.356,0.539,0.406,34.8
Gallo, Joey,608336,TEX,CUKC,Curveball,1.2,2,136,14.2,27,0.227,0.318,0.322,43.8,37,21.3,0.192,0.3,0.302,25
Cabrera, Asdrúbal,452678,WSH,CH,Changeup,2.3,2,95,11.2,27,0.24,0.4,0.311,11.1,3.7,3.7,0.274,0.343,0.275,28
Swanson, Dansby,621020,ATL,CUKC,Curveball,-0.4,-1,131,12.4,27,0.16,0.28,0.2,41.2,48.1,29.5,0.171,0.273,0.229,23.1
Osuna, José,591741,PIT,FF,4-Seamer,-5.9,-6,94,30.5,27,0.04,0.04,0.119,15.4,18.5,17.9,0.201,0.473,0.306,50
Brantley, Michael,488726,HOU,CH,Changeup,2.3,2,88,12.2,27,0.28,0.4,0.324,16.7,11.1,14.3,0.25,0.333,0.287,36.4
Chirinos, Robinson,455139,NYM,FF,4-Seamer,-2.3,-3,111,35.6,27,0.28,0.36,0.285,23.5,11.1,11.5,0.271,0.367,0.298,30.4
Maldonado, Martín,455117,HOU,SL,Slider,-3,-4,122,17.6,27,0.12,0.12,0.152,41.3,51.9,32.6,0.131,0.236,0.194,36.4
Pérez, Roberto,547379,CLE,SIFT,Sinker,0.6,1,96,19.8,27,0.316,0.421,0.433,17.9,7.4,10.5,0.342,0.395,0.437,35.3
Díaz, Yandy,650490,TB,FF,4-Seamer,-0.2,0,176,30.7,27,0.429,0.429,0.456,18.5,7.4,5,0.373,0.448,0.435,52.6
Moncada, Yoán,660162,CWS,CUKC,Curveball,0.1,0,132,13.5,27,0.25,0.5,0.357,36.5,37,21.7,0.24,0.42,0.325,50
Rengifo, Luis,650859,LAA,SIFT,Sinker,-7.6,-5,70,16,27,0.167,0.167,0.192,16.2,18.5,23.8,0.153,0.176,0.188,55
Goldschmidt, Paul,502671,STL,CH,Changeup,-1.9,-1,78,8,27,0.217,0.217,0.27,31.7,22.2,24,0.282,0.49,0.383,41.2
